0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"07, 00, 149","07, 01, 149","07, 02, 149","07, 03, 149","07, 04, 149","07, 05, 149","07, 06, 149","07, 07, 149","07, 08, 149","07, 09, 149","07, 10, 149","07, 11, 149","07, 12, 149","07, 13, 149","07, 14, 149","07, 15, 149","07, 16, 149","07, 17, 149","07, 18, 149","07, 19, 149"
"07, 00, 150","07, 01, 150","07, 02, 150","07, 03, 150","07, 04, 150","07, 05, 150","07, 06, 150","07, 07, 150","07, 08, 150","07, 09, 150","07, 10, 150","07, 11, 150","07, 12, 150","07, 13, 150","07, 14, 150","07, 15, 150","07, 16, 150","07, 17, 150","07, 18, 150","07, 19, 150"
"07, 00, 151","07, 01, 151","07, 02, 151","07, 03, 151","07, 04, 151","07, 05, 151","07, 06, 151","07, 07, 151","07, 08, 151","07, 09, 151","07, 10, 151","07, 11, 151","07, 12, 151","07, 13, 151","07, 14, 151","07, 15, 151","07, 16, 151","07, 17, 151","07, 18, 151","07, 19, 151"
"07, 00, 152","07, 01, 152","07, 02, 152","07, 03, 152","07, 04, 152","07, 05, 152","07, 06, 152","07, 07, 152","07, 08, 152","07, 09, 152","07, 10, 152","07, 11, 152","07, 12, 152","07, 13, 152","07, 14, 152","07, 15, 152","07, 16, 152","07, 17, 152","07, 18, 152","07, 19, 152"
"07, 00, 153","07, 01, 153","07, 02, 153","07, 03, 153","07, 04, 153","07, 05, 153","07, 06, 153","07, 07, 153","07, 08, 153","07, 09, 153","07, 10, 153","07, 11, 153","07, 12, 153","07, 13, 153","07, 14, 153","07, 15, 153","07, 16, 153","07, 17, 153","07, 18, 153","07, 19, 153"
"07, 00, 154","07, 01, 154","07, 02, 154","07, 03, 154","07, 04, 154","07, 05, 154","07, 06, 154","07, 07, 154","07, 08, 154","07, 09, 154","07, 10, 154","07, 11, 154","07, 12, 154","07, 13, 154","07, 14, 154","07, 15, 154","07, 16, 154","07, 17, 154","07, 18, 154","07, 19, 154"
"07, 00, 155","07, 01, 155","07, 02, 155","07, 03, 155","07, 04, 155","07, 05, 155","07, 06, 155","07, 07, 155","07, 08, 155","07, 09, 155","07, 10, 155","07, 11, 155","07, 12, 155","07, 13, 155","07, 14, 155","07, 15, 155","07, 16, 155","07, 17, 155","07, 18, 155","07, 19, 155"
"07, 00, 156","07, 01, 156","07, 02, 156","07, 03, 156","07, 04, 156","07, 05, 156","07, 06, 156","07, 07, 156","07, 08, 156","07, 09, 156","07, 10, 156","07, 11, 156","07, 12, 156","07, 13, 156","07, 14, 156","07, 15, 156","07, 16, 156","07, 17, 156","07, 18, 156","07, 19, 156"
"08, 00, 000","08, 01, 000","08, 02, 000","08, 03, 000","08, 04, 000","08, 05, 000","08, 06, 000","08, 07, 000","08, 08, 000","08, 09, 000","08, 10, 000","08, 11, 000","08, 12, 000","08, 13, 000","08, 14, 000","08, 15, 000","08, 16, 000","08, 17, 000","08, 18, 000","08, 19, 000"
"08, 00, 001","08, 01, 001","08, 02, 001","08, 03, 001","08, 04, 001","08, 05, 001","08, 06, 001","08, 07, 001","08, 08, 001","08, 09, 001","08, 10, 001","08, 11, 001","08, 12, 001","08, 13, 001","08, 14, 001","08, 15, 001","08, 16, 001","08, 17, 001","08, 18, 001","08, 19, 001"
"08, 00, 002","08, 01, 002","08, 02, 002","08, 03, 002","08, 04, 002","08, 05, 002","08, 06, 002","08, 07, 002","08, 08, 002","08, 09, 002","08, 10, 002","08, 11, 002","08, 12, 002","08, 13, 002","08, 14, 002","08, 15, 002","08, 16, 002","08, 17, 002","08, 18, 002","08, 19, 002"
"08, 00, 003","08, 01, 003","08, 02, 003","08, 03, 003","08, 04, 003","08, 05, 003","08, 06, 003","08, 07, 003","08, 08, 003","08, 09, 003","08, 10, 003","08, 11, 003","08, 12, 003","08, 13, 003","08, 14, 003","08, 15, 003","08, 16, 003","08, 17, 003","08, 18, 003","08, 19, 003"
"08, 00, 004","08, 01, 004","08, 02, 004","08, 03, 004","08, 04, 004","08, 05, 004","08, 06, 004","08, 07, 004","08, 08, 004","08, 09, 004","08, 10, 004","08, 11, 004","08, 12, 004","08, 13, 004","08, 14, 004","08, 15, 004","08, 16, 004","08, 17, 004","08, 18, 004","08, 19, 004"
"08, 00, 005","08, 01, 005","08, 02, 005","08, 03, 005","08, 04, 005","08, 05, 005","08, 06, 005","08, 07, 005","08, 08, 005","08, 09, 005","08, 10, 005","08, 11, 005","08, 12, 005","08, 13, 005","08, 14, 005","08, 15, 005","08, 16, 005","08, 17, 005","08, 18, 005","08, 19, 005"
"08, 00, 006","08, 01, 006","08, 02, 006","08, 03, 006","08, 04, 006","08, 05, 006","08, 06, 006","08, 07, 006","08, 08, 006","08, 09, 006","08, 10, 006","08, 11, 006","08, 12, 006","08, 13, 006","08, 14, 006","08, 15, 006","08, 16, 006","08, 17, 006","08, 18, 006","08, 19, 006"
"08, 00, 007","08, 01, 007","08, 02, 007","08, 03, 007","08, 04, 007","08, 05, 007","08, 06, 007","08, 07, 007","08, 08, 007","08, 09, 007","08, 10, 007","08, 11, 007","08, 12, 007","08, 13, 007","08, 14, 007","08, 15, 007","08, 16, 007","08, 17, 007","08, 18, 007","08, 19, 007"
"08, 00, 008","08, 01, 008","08, 02, 008","08, 03, 008","08, 04, 008","08, 05, 008","08, 06, 008","08, 07, 008","08, 08, 008","08, 09, 008","08, 10, 008","08, 11, 008","08, 12, 008","08, 13, 008","08, 14, 008","08, 15, 008","08, 16, 008","08, 17, 008","08, 18, 008","08, 19, 008"
"08, 00, 009","08, 01, 009","08, 02, 009","08, 03, 009","08, 04, 009","08, 05, 009","08, 06, 009","08, 07, 009","08, 08, 009","08, 09, 009","08, 10, 009","08, 11, 009","08, 12, 009","08, 13, 009","08, 14, 009","08, 15, 009","08, 16, 009","08, 17, 009","08, 18, 009","08, 19, 009"
"08, 00, 010","08, 01, 010","08, 02, 010","08, 03, 010","08, 04, 010","08, 05, 010","08, 06, 010","08, 07, 010","08, 08, 010","08, 09, 010","08, 10, 010","08, 11, 010","08, 12, 010","08, 13, 010","08, 14, 010","08, 15, 010","08, 16, 010","08, 17, 010","08, 18, 010","08, 19, 010"
"08, 00, 011","08, 01, 011","08, 02, 011","08, 03, 011","08, 04, 011","08, 05, 011","08, 06, 011","08, 07, 011","08, 08, 011","08, 09, 011","08, 10, 011","08, 11, 011","08, 12, 011","08, 13, 011","08, 14, 011","08, 15, 011","08, 16, 011","08, 17, 011","08, 18, 011","08, 19, 011"
"08, 00, 012","08, 01, 012","08, 02, 012","08, 03, 012","08, 04, 012","08, 05, 012","08, 06, 012","08, 07, 012","08, 08, 012","08, 09, 012","08, 10, 012","08, 11, 012","08, 12, 012","08, 13, 012","08, 14, 012","08, 15, 012","08, 16, 012","08, 17, 012","08, 18, 012","08, 19, 012"
"08, 00, 013","08, 01, 013","08, 02, 013","08, 03, 013","08, 04, 013","08, 05, 013","08, 06, 013","08, 07, 013","08, 08, 013","08, 09, 013","08, 10, 013","08, 11, 013","08, 12, 013","08, 13, 013","08, 14, 013","08, 15, 013","08, 16, 013","08, 17, 013","08, 18, 013","08, 19, 013"
"08, 00, 014","08, 01, 014","08, 02, 014","08, 03, 014","08, 04, 014","08, 05, 014","08, 06, 014","08, 07, 014","08, 08, 014","08, 09, 014","08, 10, 014","08, 11, 014","08, 12, 014","08, 13, 014","08, 14, 014","08, 15, 014","08, 16, 014","08, 17, 014","08, 18, 014","08, 19, 014"
"08, 00, 015","08, 01, 015","08, 02, 015","08, 03, 015","08, 04, 015","08, 05, 015","08, 06, 015","08, 07, 015","08, 08, 015","08, 09, 015","08, 10, 015","08, 11, 015","08, 12, 015","08, 13, 015","08, 14, 015","08, 15, 015","08, 16, 015","08, 17, 015","08, 18, 015","08, 19, 015"
"08, 00, 016","08, 01, 016","08, 02, 016","08, 03, 016","08, 04, 016","08, 05, 016","08, 06, 016","08, 07, 016","08, 08, 016","08, 09, 016","08, 10, 016","08, 11, 016","08, 12, 016","08, 13, 016","08, 14, 016","08, 15, 016","08, 16, 016","08, 17, 016","08, 18, 016","08, 19, 016"
"08, 00, 017","08, 01, 017","08, 02, 017","08, 03, 017","08, 04, 017","08, 05, 017","08, 06, 017","08, 07, 017","08, 08, 017","08, 09, 017","08, 10, 017","08, 11, 017","08, 12, 017","08, 13, 017","08, 14, 017","08, 15, 017","08, 16, 017","08, 17, 017","08, 18, 017","08, 19, 017"
"08, 00, 018","08, 01, 018","08, 02, 018","08, 03, 018","08, 04, 018","08, 05, 018","08, 06, 018","08, 07, 018","08, 08, 018","08, 09, 018","08, 10, 018","08, 11, 018","08, 12, 018","08, 13, 018","08, 14, 018","08, 15, 018","08, 16, 018","08, 17, 018","08, 18, 018","08, 19, 018"
"08, 00, 019","08, 01, 019","08, 02, 019","08, 03, 019","08, 04, 019","08, 05, 019","08, 06, 019","08, 07, 019","08, 08, 019","08, 09, 019","08, 10, 019","08, 11, 019","08, 12, 019","08, 13, 019","08, 14, 019","08, 15, 019","08, 16, 019","08, 17, 019","08, 18, 019","08, 19, 019"
"08, 00, 020","08, 01, 020","08, 02, 020","08, 03, 020","08, 04, 020","08, 05, 020","08, 06, 020","08, 07, 020","08, 08, 020","08, 09, 020","08, 10, 020","08, 11, 020","08, 12, 020","08, 13, 020","08, 14, 020","08, 15, 020","08, 16, 020","08, 17, 020","08, 18, 020","08, 19, 020"
"08, 00, 021","08, 01, 021","08, 02, 021","08, 03, 021","08, 04, 021","08, 05, 021","08, 06, 021","08, 07, 021","08, 08, 021","08, 09, 021","08, 10, 021","08, 11, 021","08, 12, 021","08, 13, 021","08, 14, 021","08, 15, 021","08, 16, 021","08, 17, 021","08, 18, 021","08, 19, 021"
"08, 00, 022","08, 01, 022","08, 02, 022","08, 03, 022","08, 04, 022","08, 05, 022","08, 06, 022","08, 07, 022","08, 08, 022","08, 09, 022","08, 10, 022","08, 11, 022","08, 12, 022","08, 13, 022","08, 14, 022","08, 15, 022","08, 16, 022","08, 17, 022","08, 18, 022","08, 19, 022"
"08, 00, 023","08, 01, 023","08, 02, 023","08, 03, 023","08, 04, 023","08, 05, 023","08, 06, 023","08, 07, 023","08, 08, 023","08, 09, 023","08, 10, 023","08, 11, 023","08, 12, 023","08, 13, 023","08, 14, 023","08, 15, 023","08, 16, 023","08, 17, 023","08, 18, 023","08, 19, 023"
"08, 00, 024","08, 01, 024","08, 02, 024","08, 03, 024","08, 04, 024","08, 05, 024","08, 06, 024","08, 07, 024","08, 08, 024","08, 09, 024","08, 10, 024","08, 11, 024","08, 12, 024","08, 13, 024","08, 14, 024","08, 15, 024","08, 16, 024","08, 17, 024","08, 18, 024","08, 19, 024"
"08, 00, 025","08, 01, 025","08, 02, 025","08, 03, 025","08, 04, 025","08, 05, 025","08, 06, 025","08, 07, 025","08, 08, 025","08, 09, 025","08, 10, 025","08, 11, 025","08, 12, 025","08, 13, 025","08, 14, 025","08, 15, 025","08, 16, 025","08, 17, 025","08, 18, 025","08, 19, 025"
"08, 00, 026","08, 01, 026","08, 02, 026","08, 03, 026","08, 04, 026","08, 05, 026","08, 06, 026","08, 07, 026","08, 08, 026","08, 09, 026","08, 10, 026","08, 11, 026","08, 12, 026","08, 13, 026","08, 14, 026","08, 15, 026","08, 16, 026","08, 17, 026","08, 18, 026","08, 19, 026"
"08, 00, 027","08, 01, 027","08, 02, 027","08, 03, 027","08, 04, 027","08, 05, 027","08, 06, 027","08, 07, 027","08, 08, 027","08, 09, 027","08, 10, 027","08, 11, 027","08, 12, 027","08, 13, 027","08, 14, 027","08, 15, 027","08, 16, 027","08, 17, 027","08, 18, 027","08, 19, 027"
"08, 00, 028","08, 01, 028","08, 02, 028","08, 03, 028","08, 04, 028","08, 05, 028","08, 06, 028","08, 07, 028","08, 08, 028","08, 09, 028","08, 10, 028","08, 11, 028","08, 12, 028","08, 13, 028","08, 14, 028","08, 15, 028","08, 16, 028","08, 17, 028","08, 18, 028","08, 19, 028"
"08, 00, 029","08, 01, 029","08, 02, 029","08, 03, 029","08, 04, 029","08, 05, 029","08, 06, 029","08, 07, 029","08, 08, 029","08, 09, 029","08, 10, 029","08, 11, 029","08, 12, 029","08, 13, 029","08, 14, 029","08, 15, 029","08, 16, 029","08, 17, 029","08, 18, 029","08, 19, 029"
"08, 00, 030","08, 01, 030","08, 02, 030","08, 03, 030","08, 04, 030","08, 05, 030","08, 06, 030","08, 07, 030","08, 08, 030","08, 09, 030","08, 10, 030","08, 11, 030","08, 12, 030","08, 13, 030","08, 14, 030","08, 15, 030","08, 16, 030","08, 17, 030","08, 18, 030","08, 19, 030"
"08, 00, 031","08, 01, 031","08, 02, 031","08, 03, 031","08, 04, 031","08, 05, 031","08, 06, 031","08, 07, 031","08, 08, 031","08, 09, 031","08, 10, 031","08, 11, 031","08, 12, 031","08, 13, 031","08, 14, 031","08, 15, 031","08, 16, 031","08, 17, 031","08, 18, 031","08, 19, 031"
"08, 00, 032","08, 01, 032","08, 02, 032","08, 03, 032","08, 04, 032","08, 05, 032","08, 06, 032","08, 07, 032","08, 08, 032","08, 09, 032","08, 10, 032","08, 11, 032","08, 12, 032","08, 13, 032","08, 14, 032","08, 15, 032","08, 16, 032","08, 17, 032","08, 18, 032","08, 19, 032"
"08, 00, 033","08, 01, 033","08, 02, 033","08, 03, 033","08, 04, 033","08, 05, 033","08, 06, 033","08, 07, 033","08, 08, 033","08, 09, 033","08, 10, 033","08, 11, 033","08, 12, 033","08, 13, 033","08, 14, 033","08, 15, 033","08, 16, 033","08, 17, 033","08, 18, 033","08, 19, 033"
"08, 00, 034","08, 01, 034","08, 02, 034","08, 03, 034","08, 04, 034","08, 05, 034","08, 06, 034","08, 07, 034","08, 08, 034","08, 09, 034","08, 10, 034","08, 11, 034","08, 12, 034","08, 13, 034","08, 14, 034","08, 15, 034","08, 16, 034","08, 17, 034","08, 18, 034","08, 19, 034"
"08, 00, 035","08, 01, 035","08, 02, 035","08, 03, 035","08, 04, 035","08, 05, 035","08, 06, 035","08, 07, 035","08, 08, 035","08, 09, 035","08, 10, 035","08, 11, 035","08, 12, 035","08, 13, 035","08, 14, 035","08, 15, 035","08, 16, 035","08, 17, 035","08, 18, 035","08, 19, 035"
"08, 00, 036","08, 01, 036","08, 02, 036","08, 03, 036","08, 04, 036","08, 05, 036","08, 06, 036","08, 07, 036","08, 08, 036","08, 09, 036","08, 10, 036","08, 11, 036","08, 12, 036","08, 13, 036","08, 14, 036","08, 15, 036","08, 16, 036","08, 17, 036","08, 18, 036","08, 19, 036"
"08, 00, 037","08, 01, 037","08, 02, 037","08, 03, 037","08, 04, 037","08, 05, 037","08, 06, 037","08, 07, 037","08, 08, 037","08, 09, 037","08, 10, 037","08, 11, 037","08, 12, 037","08, 13, 037","08, 14, 037","08, 15, 037","08, 16, 037","08, 17, 037","08, 18, 037","08, 19, 037"
"08, 00, 038","08, 01, 038","08, 02, 038","08, 03, 038","08, 04, 038","08, 05, 038","08, 06, 038","08, 07, 038","08, 08, 038","08, 09, 038","08, 10, 038","08, 11, 038","08, 12, 038","08, 13, 038","08, 14, 038","08, 15, 038","08, 16, 038","08, 17, 038","08, 18, 038","08, 19, 038"
"08, 00, 039","08, 01, 039","08, 02, 039","08, 03, 039","08, 04, 039","08, 05, 039","08, 06, 039","08, 07, 039","08, 08, 039","08, 09, 039","08, 10, 039","08, 11, 039","08, 12, 039","08, 13, 039","08, 14, 039","08, 15, 039","08, 16, 039","08, 17, 039","08, 18, 039","08, 19, 039"
"08, 00, 040","08, 01, 040","08, 02, 040","08, 03, 040","08, 04, 040","08, 05, 040","08, 06, 040","08, 07, 040","08, 08, 040","08, 09, 040","08, 10, 040","08, 11, 040","08, 12, 040","08, 13, 040","08, 14, 040","08, 15, 040","08, 16, 040","08, 17, 040","08, 18, 040","08, 19, 040"
"08, 00, 041","08, 01, 041","08, 02, 041","08, 03, 041","08, 04, 041","08, 05, 041","08, 06, 041","08, 07, 041","08, 08, 041","08, 09, 041","08, 10, 041","08, 11, 041","08, 12, 041","08, 13, 041","08, 14, 041","08, 15, 041","08, 16, 041","08, 17, 041","08, 18, 041","08, 19, 041"
"08, 00, 042","08, 01, 042","08, 02, 042","08, 03, 042","08, 04, 042","08, 05, 042","08, 06, 042","08, 07, 042","08, 08, 042","08, 09, 042","08, 10, 042","08, 11, 042","08, 12, 042","08, 13, 042","08, 14, 042","08, 15, 042","08, 16, 042","08, 17, 042","08, 18, 042","08, 19, 042"
"08, 00, 043","08, 01, 043","08, 02, 043","08, 03, 043","08, 04, 043","08, 05, 043","08, 06, 043","08, 07, 043","08, 08, 043","08, 09, 043","08, 10, 043","08, 11, 043","08, 12, 043","08, 13, 043","08, 14, 043","08, 15, 043","08, 16, 043","08, 17, 043","08, 18, 043","08, 19, 043"
"08, 00, 044","08, 01, 044","08, 02, 044","08, 03, 044","08, 04, 044","08, 05, 044","08, 06, 044","08, 07, 044","08, 08, 044","08, 09, 044","08, 10, 044","08, 11, 044","08, 12, 044","08, 13, 044","08, 14, 044","08, 15, 044","08, 16, 044","08, 17, 044","08, 18, 044","08, 19, 044"
"08, 00, 045","08, 01, 045","08, 02, 045","08, 03, 045","08, 04, 045","08, 05, 045","08, 06, 045","08, 07, 045","08, 08, 045","08, 09, 045","08, 10, 045","08, 11, 045","08, 12, 045","08, 13, 045","08, 14, 045","08, 15, 045","08, 16, 045","08, 17, 045","08, 18, 045","08, 19, 045"
"08, 00, 046","08, 01, 046","08, 02, 046","08, 03, 046","08, 04, 046","08, 05, 046","08, 06, 046","08, 07, 046","08, 08, 046","08, 09, 046","08, 10, 046","08, 11, 046","08, 12, 046","08, 13, 046","08, 14, 046","08, 15, 046","08, 16, 046","08, 17, 046","08, 18, 046","08, 19, 046"
"08, 00, 047","08, 01, 047","08, 02, 047","08, 03, 047","08, 04, 047","08, 05, 047","08, 06, 047","08, 07, 047","08, 08, 047","08, 09, 047","08, 10, 047","08, 11, 047","08, 12, 047","08, 13, 047","08, 14, 047","08, 15, 047","08, 16, 047","08, 17, 047","08, 18, 047","08, 19, 047"
"08, 00, 048","08, 01, 048","08, 02, 048","08, 03, 048","08, 04, 048","08, 05, 048","08, 06, 048","08, 07, 048","08, 08, 048","08, 09, 048","08, 10, 048","08, 11, 048","08, 12, 048","08, 13, 048","08, 14, 048","08, 15, 048","08, 16, 048","08, 17, 048","08, 18, 048","08, 19, 048"
"08, 00, 049","08, 01, 049","08, 02, 049","08, 03, 049","08, 04, 049","08, 05, 049","08, 06, 049","08, 07, 049","08, 08, 049","08, 09, 049","08, 10, 049","08, 11, 049","08, 12, 049","08, 13, 049","08, 14, 049","08, 15, 049","08, 16, 049","08, 17, 049","08, 18, 049","08, 19, 049"
"08, 00, 050","08, 01, 050","08, 02, 050","08, 03, 050","08, 04, 050","08, 05, 050","08, 06, 050","08, 07, 050","08, 08, 050","08, 09, 050","08, 10, 050","08, 11, 050","08, 12, 050","08, 13, 050","08, 14, 050","08, 15, 050","08, 16, 050","08, 17, 050","08, 18, 050","08, 19, 050"
"08, 00, 051","08, 01, 051","08, 02, 051","08, 03, 051","08, 04, 051","08, 05, 051","08, 06, 051","08, 07, 051","08, 08, 051","08, 09, 051","08, 10, 051","08, 11, 051","08, 12, 051","08, 13, 051","08, 14, 051","08, 15, 051","08, 16, 051","08, 17, 051","08, 18, 051","08, 19, 051"
"08, 00, 052","08, 01, 052","08, 02, 052","08, 03, 052","08, 04, 052","08, 05, 052","08, 06, 052","08, 07, 052","08, 08, 052","08, 09, 052","08, 10, 052","08, 11, 052","08, 12, 052","08, 13, 052","08, 14, 052","08, 15, 052","08, 16, 052","08, 17, 052","08, 18, 052","08, 19, 052"
"08, 00, 053","08, 01, 053","08, 02, 053","08, 03, 053","08, 04, 053","08, 05, 053","08, 06, 053","08, 07, 053","08, 08, 053","08, 09, 053","08, 10, 053","08, 11, 053","08, 12, 053","08, 13, 053","08, 14, 053","08, 15, 053","08, 16, 053","08, 17, 053","08, 18, 053","08, 19, 053"
"08, 00, 054","08, 01, 054","08, 02, 054","08, 03, 054","08, 04, 054","08, 05, 054","08, 06, 054","08, 07, 054","08, 08, 054","08, 09, 054","08, 10, 054","08, 11, 054","08, 12, 054","08, 13, 054","08, 14, 054","08, 15, 054","08, 16, 054","08, 17, 054","08, 18, 054","08, 19, 054"
"08, 00, 055","08, 01, 055","08, 02, 055","08, 03, 055","08, 04, 055","08, 05, 055","08, 06, 055","08, 07, 055","08, 08, 055","08, 09, 055","08, 10, 055","08, 11, 055","08, 12, 055","08, 13, 055","08, 14, 055","08, 15, 055","08, 16, 055","08, 17, 055","08, 18, 055","08, 19, 055"
"08, 00, 056","08, 01, 056","08, 02, 056","08, 03, 056","08, 04, 056","08, 05, 056","08, 06, 056","08, 07, 056","08, 08, 056","08, 09, 056","08, 10, 056","08, 11, 056","08, 12, 056","08, 13, 056","08, 14, 056","08, 15, 056","08, 16, 056","08, 17, 056","08, 18, 056","08, 19, 056"
"08, 00, 057","08, 01, 057","08, 02, 057","08, 03, 057","08, 04, 057","08, 05, 057","08, 06, 057","08, 07, 057","08, 08, 057","08, 09, 057","08, 10, 057","08, 11, 057","08, 12, 057","08, 13, 057","08, 14, 057","08, 15, 057","08, 16, 057","08, 17, 057","08, 18, 057","08, 19, 057"
"08, 00, 058","08, 01, 058","08, 02, 058","08, 03, 058","08, 04, 058","08, 05, 058","08, 06, 058","08, 07, 058","08, 08, 058","08, 09, 058","08, 10, 058","08, 11, 058","08, 12, 058","08, 13, 058","08, 14, 058","08, 15, 058","08, 16, 058","08, 17, 058","08, 18, 058","08, 19, 058"
"08, 00, 059","08, 01, 059","08, 02, 059","08, 03, 059","08, 04, 059","08, 05, 059","08, 06, 059","08, 07, 059","08, 08, 059","08, 09, 059","08, 10, 059","08, 11, 059","08, 12, 059","08, 13, 059","08, 14, 059","08, 15, 059","08, 16, 059","08, 17, 059","08, 18, 059","08, 19, 059"
"08, 00, 060","08, 01, 060","08, 02, 060","08, 03, 060","08, 04, 060","08, 05, 060","08, 06, 060","08, 07, 060","08, 08, 060","08, 09, 060","08, 10, 060","08, 11, 060","08, 12, 060","08, 13, 060","08, 14, 060","08, 15, 060","08, 16, 060","08, 17, 060","08, 18, 060","08, 19, 060"
"08, 00, 061","08, 01, 061","08, 02, 061","08, 03, 061","08, 04, 061","08, 05, 061","08, 06, 061","08, 07, 061","08, 08, 061","08, 09, 061","08, 10, 061","08, 11, 061","08, 12, 061","08, 13, 061","08, 14, 061","08, 15, 061","08, 16, 061","08, 17, 061","08, 18, 061","08, 19, 061"
"08, 00, 062","08, 01, 062","08, 02, 062","08, 03, 062","08, 04, 062","08, 05, 062","08, 06, 062","08, 07, 062","08, 08, 062","08, 09, 062","08, 10, 062","08, 11, 062","08, 12, 062","08, 13, 062","08, 14, 062","08, 15, 062","08, 16, 062","08, 17, 062","08, 18, 062","08, 19, 062"
"08, 00, 063","08, 01, 063","08, 02, 063","08, 03, 063","08, 04, 063","08, 05, 063","08, 06, 063","08, 07, 063","08, 08, 063","08, 09, 063","08, 10, 063","08, 11, 063","08, 12, 063","08, 13, 063","08, 14, 063","08, 15, 063","08, 16, 063","08, 17, 063","08, 18, 063","08, 19, 063"
"08, 00, 064","08, 01, 064","08, 02, 064","08, 03, 064","08, 04, 064","08, 05, 064","08, 06, 064","08, 07, 064","08, 08, 064","08, 09, 064","08, 10, 064","08, 11, 064","08, 12, 064","08, 13, 064","08, 14, 064","08, 15, 064","08, 16, 064","08, 17, 064","08, 18, 064","08, 19, 064"
"08, 00, 065","08, 01, 065","08, 02, 065","08, 03, 065","08, 04, 065","08, 05, 065","08, 06, 065","08, 07, 065","08, 08, 065","08, 09, 065","08, 10, 065","08, 11, 065","08, 12, 065","08, 13, 065","08, 14, 065","08, 15, 065","08, 16, 065","08, 17, 065","08, 18, 065","08, 19, 065"
"08, 00, 066","08, 01, 066","08, 02, 066","08, 03, 066","08, 04, 066","08, 05, 066","08, 06, 066","08, 07, 066","08, 08, 066","08, 09, 066","08, 10, 066","08, 11, 066","08, 12, 066","08, 13, 066","08, 14, 066","08, 15, 066","08, 16, 066","08, 17, 066","08, 18, 066","08, 19, 066"
